transaction_id,customer_name,customer_email,transaction_date,transaction_time,amount,transaction_type,merchant,location,starting_balance,ending_balance,is_fraud,day_of_week,hour,amount_category
TXN-001388,Pamela Medina,ftaylor@example.org,2026-05-31,12:49:13,55.08,WITHDRAWAL,Smith Group,Port Danielfurt,1944.36,1889.28,0,Sunday,12,Small
TXN-001389,Samantha Rowe,harrisstacey@example.net,2026-06-04,01:38:49,69.67,WITHDRAWAL,"Santana, Hunter and Harris",Ramosstad,2075.08,2005.4099999999999,0,Thursday,1,Small
TXN-001390,Courtney Young,ecampbell@example.com,2026-04-18,20:25:46,84.63,WITHDRAWAL,Davis-Love,New Robinstad,6119.05,6034.42,0,Saturday,20,Small
TXN-001391,Roger Marks,lopezdavid@example.org,2026-05-20,08:47:33,215.84,WITHDRAWAL,Booker LLC,Lake Melaniebury,1124.79,908.9499999999999,0,Wednesday,8,Medium
TXN-001392,Lisa Ramsey,shannon20@example.com,2026-06-29,23:20:15,27.03,TRANSFER,Smith Ltd,Norrisview,624.49,597.46,0,Monday,23,Micro
TXN-001393,Daniel Nelson,maryday@example.org,2026-06-16,02:24:01,55.3,WITHDRAWAL,"Jensen, Garcia and Walters",East Karen,1758.33,1703.03,0,Tuesday,2,Small
TXN-001394,Julie Matthews,yhernandez@example.com,2026-07-10,04:55:19,41.68,TRANSFER,Harris-Thompson,South Meganberg,426.59,384.90999999999997,0,Friday,4,Micro
TXN-001395,Adrian Collier,geraldgarcia@example.net,2026-07-06,08:07:51,57.05,PURCHASE,Johnson LLC,Foxville,3913.31,3856.2599999999998,0,Monday,8,Small
TXN-001396,Cindy Wells,amywest@example.net,2026-05-03,03:18:44,163.21,PURCHASE,Maxwell Inc,Kimberlybury,1291.9,1128.69,0,Sunday,3,Small
TXN-001397,Robert Griffith,duncanjames@example.net,2026-06-12,21:58:06,59.56,PURCHASE,Morgan Group,Anthonyville,742.45,682.8900000000001,0,Friday,21,Small
TXN-001398,Chad Moses MD,johnsonsteven@example.net,2026-05-31,22:03:41,87.23,TRANSFER,Goodwin Inc,Jacksonland,834.94,747.71,0,Sunday,22,Small
TXN-001399,Joshua James,paulthomas@example.org,2026-06-19,17:07:36,159.67,DEPOSIT,"FRAUD_Russell, Rodriguez and Crawford",Leslieview,204.63,364.29999999999995,1,Friday,17,Small
TXN-001400,Kimberly Haney,wellsadam@example.com,2026-05-16,11:39:34,62.83,DEPOSIT,Brown-Good,Port Kevin,4682.84,4745.67,0,Saturday,11,Small
TXN-001401,Tara Anderson,douglas60@example.org,2026-05-20,20:38:40,108.18,DEPOSIT,Pruitt LLC,East Stephanietown,100000.0,100108.18,0,Wednesday,20,Small
TXN-001402,Elizabeth Morrow,yware@example.net,2026-04-19,22:27:32,127.71,DEPOSIT,"White, May and Gomez",East Sandrafort,661.11,788.82,0,Sunday,22,Small
TXN-001403,Matthew Morrison,jennifer02@example.com,2026-05-20,04:53:54,81.82,PURCHASE,"Howard, Fernandez and Rodriguez",East Danielshire,207.6,125.78,0,Wednesday,4,Small
TXN-001404,Emma Conrad,jacksonrussell@example.com,2026-06-29,02:38:15,83.05,WITHDRAWAL,Oconnor-Lang,Scottside,854.41,771.36,0,Monday,2,Small
TXN-001405,Shawn Hooper,dmartinez@example.com,2026-04-22,09:20:44,224.84,TRANSFER,"Fox, Collins and Green",South Lori,1307.26,1082.42,0,Wednesday,9,Medium
TXN-001406,Ann Cunningham,henrychristine@example.net,2026-04-29,10:16:16,80.1,TRANSFER,Turner-Williams,South Cathy,1149.02,1068.92,0,Wednesday,10,Small
TXN-001407,Bethany Gonzalez,tina48@example.com,2026-06-05,20:15:21,512.27,TRANSFER,Cole-Sampson,North Jeffrey,1841.13,1328.8600000000001,0,Friday,20,Medium
TXN-001408,Jennifer Hill,earlfoley@example.org,2026-04-23,08:56:42,562.59,PAYMENT,FRAUD_Smith-Clark,Port Alexis,10109.47,10672.06,1,Thursday,8,Medium
TXN-001409,Antonio Smith,swright@example.net,2026-06-25,05:28:21,145.78,TRANSFER,Allen-Rodriguez,North Zacharyshire,5182.79,5037.01,0,Thursday,5,Small
TXN-001410,Laura Davis,david00@example.net,2026-07-09,06:06:23,133.46,TRANSFER,Bradley-Figueroa,Port Jimmy,165.42,31.95999999999998,0,Thursday,6,Small
TXN-001411,Christina Bryant,nsingh@example.org,2026-05-24,08:51:50,68.11,PAYMENT,"Pope, Rogers and Daniels",Port Michelleside,10590.76,10658.87,0,Sunday,8,Small
TXN-001412,Zachary Price,williamssandra@example.net,2026-06-06,01:48:09,85.72,TRANSFER,"Robinson, Hamilton and Zamora",South Christopher,362.21,276.49,0,Saturday,1,Small
TXN-001413,Stephen Flores,heather58@example.org,2026-06-29,05:19:39,85.42,PURCHASE,Hernandez-Smith,Lindatown,38413.27,38327.85,0,Monday,5,Small
TXN-001414,Dalton Farmer,robert07@example.com,2026-05-23,14:12:04,313.22,PURCHASE,"Harper, Campbell and Zamora",Michellechester,2716.21,2402.99,0,Saturday,14,Medium
TXN-001415,Mike Davis,josephschneider@example.org,2026-07-04,19:14:51,233.1,DEPOSIT,"Carrillo, Kent and Barker",East Denise,1720.28,1953.3799999999999,0,Saturday,19,Medium
TXN-001416,Linda Wang,hernandezpamela@example.org,2026-04-20,01:19:51,16.38,DEPOSIT,Mason-Jones,Haleyberg,744.94,761.32,0,Monday,1,Micro
TXN-001417,Richard Howard,robertmoore@example.org,2026-05-20,00:19:14,429.61,TRANSFER,Smith Inc,New Cody,1976.36,1546.75,0,Wednesday,0,Medium
TXN-001418,Tiffany Arnold,daniel16@example.org,2026-06-17,15:19:34,70.57,PURCHASE,"Villegas, Reed and Smith",Wilsonton,1901.2,1830.63,0,Wednesday,15,Small
TXN-001419,Kyle Robinson,ronald00@example.org,2026-04-29,14:09:23,604.34,PAYMENT,Boyd Group,North Christopherburgh,34164.36,34768.7,0,Wednesday,14,Medium
TXN-001420,Stuart Bradley,fjones@example.org,2026-04-19,17:34:00,827.81,PAYMENT,Potts-Espinoza,South Jillchester,2348.27,3176.08,0,Sunday,17,Medium
TXN-001421,Courtney Briggs,larry04@example.net,2026-05-04,06:09:02,120.98,PURCHASE,Barnes-Robinson,Patricktown,306.44,185.45999999999998,0,Monday,6,Small
TXN-001422,Brandon Young,victor34@example.com,2026-07-08,22:45:58,394.23,WITHDRAWAL,Young-Grant,Millerchester,517.15,122.91999999999996,0,Wednesday,22,Medium
TXN-001423,Carla Stewart,bradydavid@example.com,2026-06-20,06:31:53,111.81,PAYMENT,Chavez-Smith,Boonefurt,574.81,686.6199999999999,0,Saturday,6,Small
TXN-001424,Tara Logan,melissahill@example.org,2026-07-15,00:13:43,49.96,DEPOSIT,Henson-Ortiz,Dixonview,849.04,899.0,0,Wednesday,0,Micro
TXN-001425,Elaine Mcdonald,batesbelinda@example.net,2026-05-07,18:09:22,49.01,PURCHASE,Johnson Inc,Vincentfort,1327.85,1278.84,0,Thursday,18,Micro
TXN-001426,Valerie Martinez MD,lisa40@example.com,2026-06-26,03:57:21,52.03,TRANSFER,"Molina, Kelley and Meza",North Matthew,10404.57,10352.539999999999,0,Friday,3,Small
TXN-001427,Sarah Jacobs,frank49@example.org,2026-04-18,20:05:38,29.82,PURCHASE,"Vazquez, Owen and Day",Port Davidfort,4149.79,4119.97,0,Saturday,20,Micro
TXN-001428,Kimberly Miller,stevensmith@example.net,2026-05-28,17:12:17,304.28,PAYMENT,Perez-Byrd,Vincenthaven,1380.51,1684.79,0,Thursday,17,Medium
TXN-001429,Misty Rice,brenda68@example.org,2026-05-26,02:20:58,43.91,PURCHASE,Cline-Smith,Port Craigton,2109.51,2065.6000000000004,0,Tuesday,2,Micro
TXN-001430,Christopher Humphrey,james41@example.net,2026-05-05,13:30:09,292.87,WITHDRAWAL,Wilson Group,West Cherylhaven,3988.46,3695.59,0,Tuesday,13,Medium
TXN-001431,Rodney Allen,craigblair@example.net,2026-05-24,03:00:25,52.92,PAYMENT,Harris Inc,North Brooke,6159.89,6212.81,0,Sunday,3,Small
TXN-001432,Leslie Munoz,millerlindsey@example.org,2026-04-18,00:20:17,29.9,PAYMENT,Ellison-Wells,East Danielfort,8283.65,8313.55,0,Saturday,0,Micro
TXN-001433,Leah Owens,vwilliams@example.org,2026-07-11,05:01:30,135.45,DEPOSIT,Henson-Moore,Gabrielaton,1878.61,2014.06,0,Saturday,5,Small
TXN-001434,Deanna Perkins,megan78@example.com,2026-07-10,15:18:45,38.92,PURCHASE,Fuller Inc,South Matthew,788.38,749.46,0,Friday,15,Micro
TXN-001435,Christopher Wilson,jlivingston@example.net,2026-06-21,02:50:25,153.67,PURCHASE,FRAUD_Rodriguez-Johnson,Lake Jeremyville,18834.97,18681.300000000003,1,Sunday,2,Small
TXN-001436,Ashley Gilbert,davidharris@example.net,2026-07-11,08:52:45,47.59,PAYMENT,"Schultz, Cruz and Castillo",New Jamesmouth,5928.82,5976.41,0,Saturday,8,Micro
TXN-001437,Amanda Johns,yoderadam@example.com,2026-06-09,22:43:22,11.17,DEPOSIT,"Sharp, Dunn and Mueller",Camachohaven,1240.26,1251.43,0,Tuesday,22,Micro
TXN-001438,Christopher Scott,james23@example.com,2026-05-05,05:22:56,87.26,PURCHASE,Myers Inc,Morrisonfurt,761.64,674.38,0,Tuesday,5,Small
TXN-001439,Sarah Green,zsmith@example.com,2026-06-22,02:04:38,35.29,PAYMENT,Jones-Harvey,East Belindastad,1094.8,1130.09,0,Monday,2,Micro
TXN-001440,Teresa Harding,morrisjill@example.com,2026-07-12,14:19:54,120.57,WITHDRAWAL,Price Inc,Penningtonborough,2250.72,2130.1499999999996,0,Sunday,14,Small
TXN-001441,Anthony Everett,patricia24@example.org,2026-06-24,01:44:28,9.6,PURCHASE,"Rodriguez, Medina and Walker",West Amber,123.83,114.23,0,Wednesday,1,Micro
TXN-001442,Austin Johnson,roberta69@example.org,2026-07-05,12:22:40,49.06,TRANSFER,Hodge-Williams,West Rhondafurt,5922.59,5873.53,0,Sunday,12,Micro
TXN-001443,Jacob Aguirre,zwolfe@example.net,2026-07-03,04:46:33,5.77,TRANSFER,Contreras PLC,Jesseside,1408.67,1402.9,0,Friday,4,Micro
TXN-001444,Aaron Smith,gilmorejoshua@example.com,2026-05-27,19:31:00,53.18,DEPOSIT,Henry PLC,Foleyville,23920.87,23974.05,0,Wednesday,19,Small
TXN-001445,David Rogers,taylorkaylee@example.com,2026-07-14,14:38:53,61.25,PURCHASE,Aguirre-Anderson,Kathyfort,5294.82,5233.57,0,Tuesday,14,Small
TXN-001446,Gloria Green,odickerson@example.org,2026-06-30,21:29:48,103.67,DEPOSIT,"Murray, Perez and Reyes",West Kristin,122.02,225.69,0,Tuesday,21,Small
TXN-001447,Oscar Ewing,roberto77@example.org,2026-04-20,16:47:24,194.07,TRANSFER,Alexander Inc,Harrishaven,4117.88,3923.81,0,Monday,16,Small
TXN-001448,Isaiah Trujillo,pschmidt@example.org,2026-06-02,05:05:45,149.65,PURCHASE,"Brown, Davis and Stewart",New Allen,100000.0,99850.35,0,Tuesday,5,Small
TXN-001449,Jeremy Nicholson,wesley57@example.net,2026-05-04,12:51:47,11.2,PURCHASE,Martin and Sons,Jordanfurt,39618.24,39607.04,0,Monday,12,Micro
TXN-001450,Jennifer Hernandez,hlopez@example.com,2026-04-21,08:55:17,67.53,PAYMENT,Patterson-Taylor,Delgadofurt,4587.05,4654.58,0,Tuesday,8,Small
TXN-001451,Briana Dougherty,sherryclark@example.net,2026-07-15,02:15:11,86.01,TRANSFER,Butler-Taylor,East Patricia,1577.58,1491.57,0,Wednesday,2,Small
TXN-001452,Jonathan Alvarez,russellemily@example.org,2026-07-03,00:30:01,50.92,TRANSFER,"Sellers, Mills and Long",East Brian,4886.65,4835.73,0,Friday,0,Small
TXN-001453,Jacob Young,reedanthony@example.net,2026-07-06,02:33:39,19.74,TRANSFER,Wells PLC,Harmonmouth,9189.98,9170.24,0,Monday,2,Micro
TXN-001454,Joanna Lynn,edwardserin@example.net,2026-05-18,17:39:58,59.37,WITHDRAWAL,Brown-Wells,Portermouth,547.24,487.87,0,Monday,17,Small
TXN-001455,Christopher Jefferson,allenkimberly@example.com,2026-05-01,23:33:50,57.4,WITHDRAWAL,Clark-Powell,South Jessica,19647.86,19590.46,0,Friday,23,Small
TXN-001456,Michael Thompson,timothyrodriguez@example.org,2026-07-07,09:10:09,52.7,TRANSFER,Curtis-Henry,South Danielburgh,5103.49,5050.79,0,Tuesday,9,Small
TXN-001457,Edward Jensen,daniel48@example.com,2026-06-12,07:07:55,43.34,WITHDRAWAL,Johnson and Sons,Port Rogershire,9291.76,9248.42,0,Friday,7,Micro
TXN-001458,Kevin Drake,anthonywhite@example.com,2026-06-11,17:01:53,178.66,PURCHASE,"Smith, Shea and Zamora",Lake Raymond,47710.81,47532.149999999994,0,Thursday,17,Small
TXN-001459,Billy Henderson Jr.,hayesnicole@example.org,2026-07-15,15:28:09,75.52,PURCHASE,Ross and Sons,Eatonton,8127.29,8051.7699999999995,0,Wednesday,15,Small
TXN-001460,Melinda Pugh,brandy32@example.com,2026-07-07,11:32:09,99.29,DEPOSIT,King LLC,Laneville,20822.88,20922.170000000002,0,Tuesday,11,Small
TXN-001461,Jessica Hart,phamilton@example.net,2026-04-17,01:31:58,43.87,PURCHASE,Rubio Inc,Avilamouth,9113.46,9069.589999999998,0,Friday,1,Micro
TXN-001462,Christopher Bailey,daniel93@example.net,2026-06-14,01:59:36,74.09,PAYMENT,Murray and Sons,Whiteland,2707.33,2781.42,0,Sunday,1,Small
TXN-001463,Kenneth Short,michaelwilliams@example.net,2026-07-05,18:25:04,98.67,DEPOSIT,Martinez Group,Chavezmouth,4351.87,4450.54,0,Sunday,18,Small
TXN-001464,Jody Martin,michael39@example.com,2026-05-12,09:41:42,80.14,WITHDRAWAL,"Sims, Brooks and Chavez",New Michelechester,4113.67,4033.53,0,Tuesday,9,Small
TXN-001465,Aaron Goodman,karen02@example.org,2026-06-08,06:10:09,436.21,PAYMENT,"Espinoza, Garcia and Moyer",New Brandon,13071.3,13507.509999999998,0,Monday,6,Medium
TXN-001466,Blake Watson,nicole39@example.org,2026-05-14,16:11:23,214.68,TRANSFER,"Armstrong, Johnson and Perez",West Susan,1505.21,1290.53,0,Thursday,16,Medium
TXN-001467,Christopher Bernard,michaelwilliams@example.com,2026-07-13,22:50:42,36.99,PURCHASE,Cooper-Mcpherson,New Nicolebury,12493.34,12456.35,0,Monday,22,Micro
TXN-001468,Diane Hogan DDS,perezrichard@example.net,2026-07-04,06:56:11,216.17,PURCHASE,"Mitchell, Logan and Hanson",East Nancy,27146.57,26930.4,0,Saturday,6,Medium
TXN-001469,David Ellison,zanderson@example.net,2026-04-19,05:57:48,0.0,PAYMENT,FRAUD_Davis-Hobbs,East Marieview,2112.6,2161.81,1,Sunday,5,
TXN-001470,Richard Potter,nedwards@example.net,2026-06-15,00:51:08,17.47,PURCHASE,Wilson and Sons,Moralesland,1654.56,1637.09,0,Monday,0,Micro
TXN-001471,Mr. Jacob Moore,cruzcaitlin@example.com,2026-06-18,05:02:02,243.85,DEPOSIT,"Harris, West and Howell",New Davidfurt,1480.68,1724.53,0,Thursday,5,Medium
TXN-001472,Michael Garcia,jesse62@example.com,2026-07-09,00:48:45,170.8,TRANSFER,Flores-Contreras,Kingville,2240.03,2069.23,0,Thursday,0,Small
TXN-001473,Brenda Johnson,zmartinez@example.org,2026-04-19,02:00:02,124.47,PURCHASE,"Watkins, Keller and Suarez",Leslieberg,532.97,408.5,0,Sunday,2,Small
TXN-001474,Corey Thornton,gomezjerry@example.com,2026-05-21,21:19:15,98.02,DEPOSIT,Davis-Clark,North Bonnie,33.56,131.57999999999998,0,Thursday,21,Small
TXN-001475,David Skinner,lwashington@example.com,2026-06-17,04:58:47,74.67,TRANSFER,Owens-Dickson,Heatherview,258.34,183.66999999999996,0,Wednesday,4,Small
TXN-001476,Brittany Davis,jeanking@example.net,2026-05-18,20:01:02,300.66,WITHDRAWAL,"Moody, Garza and Fitzgerald",West Kelseyfort,9567.35,9266.69,0,Monday,20,Medium
TXN-001477,Jeffrey Walters PhD,suzannegilmore@example.org,2026-06-13,18:52:36,143.55,PURCHASE,"Jordan, Davis and Salas",East Matthewside,29187.89,29044.34,0,Saturday,18,Small
TXN-001478,Toni Hill,dana58@example.net,2026-05-05,09:16:23,34.85,PURCHASE,"Weaver, Kaufman and Flores",Pagefort,40988.42,40953.57,0,Tuesday,9,Micro
TXN-001479,Richard Smith,raymond29@example.org,2026-05-22,09:13:23,228.65,PURCHASE,Atkins Ltd,Jillianland,2090.52,1861.87,0,Friday,9,Medium
TXN-001480,Jenna Peters,isaiahbell@example.org,2026-06-07,05:09:07,280.23,PAYMENT,Daniel-Alvarado,Jacksonport,567.11,847.34,0,Sunday,5,Medium
TXN-001481,Juan Lopez,nicole01@example.org,2026-07-02,14:05:12,39.47,DEPOSIT,Weeks Inc,Ashleyburgh,1196.45,1235.92,0,Thursday,14,Micro
TXN-001482,Rachel Jacobs,sfoster@example.com,2026-04-20,00:07:27,53.04,DEPOSIT,Ross-Baker,Mariaton,611.04,664.0799999999999,0,Monday,0,Small
TXN-001483,Heather Lee,woodsjustin@example.org,2026-04-18,12:24:58,305.85,WITHDRAWAL,Mendez Inc,New Jeffreystad,2021.75,1715.9,0,Saturday,12,Medium
TXN-001484,Kimberly Thompson,kennethford@example.org,2026-06-13,15:09:34,128.06,PAYMENT,Phelps-Neal,Hannahaven,1267.08,1395.1399999999999,0,Saturday,15,Small
TXN-001485,John Johnson,hcampbell@example.net,2026-06-28,01:56:53,14.58,WITHDRAWAL,Wells Group,South Juan,4469.74,4455.16,0,Sunday,1,Micro
TXN-001486,Michelle Gomez,armstrongjeremy@example.org,2026-05-06,02:37:39,13.3,PAYMENT,Davis-Mckenzie,Port Jeffrey,2689.33,2702.63,0,Wednesday,2,Micro
TXN-001487,William Mercado,pwilson@example.net,2026-05-12,20:15:01,22.91,PAYMENT,"Davis, Graham and Taylor",Lake Cory,58742.22,58765.130000000005,0,Tuesday,20,Micro
TXN-001488,Steven Roberts,stevemarshall@example.net,2026-07-12,18:39:13,223.94,WITHDRAWAL,"Cox, Tapia and Shannon",South Micheleborough,3493.4,3269.46,0,Sunday,18,Medium
TXN-001489,Lindsey White,fuentesnichole@example.org,2026-06-01,08:36:58,318.53,DEPOSIT,Garcia-Pierce,North Maryfort,837.59,1156.12,0,Monday,8,Medium
TXN-001490,Krystal Thompson,blakejackson@example.net,2026-05-08,21:36:21,155.01,TRANSFER,Adams-Adams,Jacksonview,4022.73,3867.7200000000003,0,Friday,21,Small
TXN-001491,Richard Flynn,carmstrong@example.net,2026-06-29,22:40:48,117.22,PAYMENT,Howard LLC,Juliefurt,20101.11,20218.33,0,Monday,22,Small
TXN-001492,Breanna Hansen,campbelltaylor@example.org,2026-06-06,23:35:18,187.26,TRANSFER,"Mccarthy, Brown and Smith",New Matthewhaven,4596.66,4409.4,0,Saturday,23,Small
TXN-001493,Lori Edwards,greg64@example.org,2026-05-18,17:14:53,17.2,DEPOSIT,"Morrison, Conley and Johnson",South Amanda,706.22,723.4200000000001,0,Monday,17,Micro
TXN-001494,Jeffery Torres,smclaughlin@example.org,2026-05-31,12:52:23,79.62,PAYMENT,"Green, Lewis and Williams",Millermouth,3429.12,3508.74,0,Sunday,12,Small
TXN-001495,Tonya Bell,ascott@example.com,2026-04-29,11:42:50,29.07,PURCHASE,Fischer-Powell,West Donnaland,100000.0,99970.93,0,Wednesday,11,Micro
TXN-001496,Rose Francis,maysedward@example.com,2026-07-15,15:43:01,410.1,PURCHASE,Ray Inc,Port Zacharymouth,7355.31,6945.21,0,Wednesday,15,Medium
TXN-001497,Jesse Skinner,psmith@example.com,2026-05-26,09:36:28,96.74,DEPOSIT,Johnson-Lam,Lake John,2168.27,2265.0099999999998,0,Tuesday,9,Small
TXN-001498,Jeff Hicks,anthonywebb@example.com,2026-06-20,04:38:30,34.75,WITHDRAWAL,Roth Group,New Sarahburgh,3348.34,3313.59,0,Saturday,4,Micro
TXN-001499,Jennifer Barron,ppruitt@example.com,2026-07-01,06:45:29,116.48,PAYMENT,"Smith, Hunt and Romero",Murphyhaven,462.83,579.31,0,Wednesday,6,Small
TXN-001500,Megan Stokes,hugheskaren@example.net,2026-05-27,03:43:15,125.73,DEPOSIT,Frazier-Jackson,Archertown,2361.64,2487.37,0,Wednesday,3,Small
TXN-001501,Emily Gamble,melanie49@example.org,2026-04-30,21:13:13,13.36,PURCHASE,Benson Inc,Deborahside,820.1,806.74,0,Thursday,21,Micro
TXN-001502,Michael Jones,cvega@example.org,2026-05-26,05:56:13,59.52,TRANSFER,Lopez Inc,South Kathrynshire,50591.13,50531.61,0,Tuesday,5,Small
TXN-001503,Megan Hobbs,zlee@example.net,2026-06-12,02:20:28,157.05,PURCHASE,"Combs, Miller and Carney",South David,402.13,245.07999999999998,0,Friday,2,Small
TXN-001504,Michael Church,kendrahall@example.org,2026-05-31,14:23:32,146.36,TRANSFER,Ferguson LLC,Georgeshire,292.67,146.31,0,Sunday,14,Small
TXN-001505,Alvin Robbins,teresamiller@example.org,2026-05-18,08:27:29,265.79,PAYMENT,"Mayo, Guzman and Smith",Michaelshire,1470.43,1736.22,0,Monday,8,Medium
TXN-001506,Jennifer Johnson,egeorge@example.net,2026-05-20,10:19:04,81.97,WITHDRAWAL,"Gonzales, Smith and Green",West Jesse,21778.86,21696.89,0,Wednesday,10,Small
TXN-001507,Natalie Ramirez,lisaterry@example.net,2026-06-21,13:37:53,24.85,PURCHASE,"Jones, Hardy and Rodriguez",Shawtown,366.62,341.77,0,Sunday,13,Micro
TXN-001508,James Davidson,ericacooper@example.net,2026-06-07,10:50:44,50.22,PAYMENT,Garcia Ltd,Nicoleshire,14151.39,14201.609999999999,0,Sunday,10,Small
TXN-001509,Mary Valenzuela,murphyjames@example.com,2026-07-01,19:33:12,19.7,DEPOSIT,Alvarez PLC,South Crystal,42.6,62.3,0,Wednesday,19,Micro
TXN-001510,Shawn Harris,holmesrachel@example.org,2026-05-31,06:27:03,57.33,PAYMENT,Hernandez-Martin,Pierceport,6819.98,6877.3099999999995,0,Sunday,6,Small
TXN-001511,Sarah Nguyen,guerreroandrew@example.org,2026-06-06,12:27:41,298.95,TRANSFER,"Riley, Morgan and Cunningham",Welchland,1488.1,1189.1499999999999,0,Saturday,12,Medium
TXN-001512,Joshua Henderson,ballnicole@example.com,2026-07-09,12:08:57,59.65,WITHDRAWAL,Marsh Group,Andersonside,16828.87,16769.219999999998,0,Thursday,12,Small
TXN-001513,Casey Smith,bryantcynthia@example.org,2026-07-15,22:50:57,13.88,DEPOSIT,Chambers LLC,Josephmouth,1664.4,1678.2800000000002,0,Wednesday,22,Micro
TXN-001514,Jane Curtis,matthew87@example.org,2026-04-24,04:31:37,108.9,WITHDRAWAL,Fitzgerald LLC,West Francis,5847.84,5738.9400000000005,0,Friday,4,Small
TXN-001515,Cindy Carlson,mcmillaneric@example.org,2026-05-31,00:46:15,54.07,WITHDRAWAL,Smith PLC,Ashleyfurt,3139.01,3084.94,0,Sunday,0,Small
TXN-001516,Tammy Brown,cbanks@example.org,2026-04-29,02:23:36,7.48,TRANSFER,Allen-Flores,Bobbystad,1110.57,1103.09,0,Wednesday,2,Micro
TXN-001517,Phillip Scott,graveslisa@example.com,2026-07-01,04:56:35,141.67,PAYMENT,"Smith, Sanchez and Ross",Maryhaven,683.04,824.7099999999999,0,Wednesday,4,Small
TXN-001518,Barbara Sawyer,pbolton@example.net,2026-05-22,02:00:13,95.49,PURCHASE,"Ross, Hernandez and Gonzalez",East Ronnie,5827.3,5731.81,0,Friday,2,Small
TXN-001519,Robert Munoz,ecampbell@example.org,2026-05-23,16:26:18,63.91,DEPOSIT,Bradley-Washington,East Kaitlyn,3849.49,3913.3999999999996,0,Saturday,16,Small
TXN-001520,Charlene Warren,gabrieljenkins@example.net,2026-04-29,09:15:31,34.37,PURCHASE,Butler-Jones,Fryshire,2186.56,2152.19,0,Wednesday,9,Micro
TXN-001521,Cassandra Stafford,lbishop@example.net,2026-06-19,01:43:42,165.71,TRANSFER,Chapman Ltd,East Malik,3772.37,3606.66,0,Friday,1,Small
TXN-001522,Karen Kaufman,cmckinney@example.net,2026-05-05,07:25:04,50.07,DEPOSIT,Smith-Martinez,Aliciaton,4172.73,4222.799999999999,0,Tuesday,7,Small
TXN-001523,Sharon King,codygonzalez@example.net,2026-06-28,12:26:25,183.94,PURCHASE,"Miller, Ritter and Powell",North Pennyport,137.7,-46.24000000000001,0,Sunday,12,Small
TXN-001524,Matthew Barrett,jspears@example.net,2026-06-26,14:39:18,286.88,WITHDRAWAL,Frye LLC,Port Arthur,1800.14,1513.2600000000002,0,Friday,14,Medium
TXN-001525,Timothy Jones,david38@example.net,2026-06-04,08:52:39,137.76,PAYMENT,Santana PLC,Andersonshire,17959.43,18097.19,0,Thursday,8,Small
TXN-001526,Jessica Murphy,vphillips@example.net,2026-06-23,04:31:28,22.84,WITHDRAWAL,Kerr-Rivera,North April,1028.48,1005.64,0,Tuesday,4,Micro
TXN-001527,Ronald Johnson,bholder@example.net,2026-07-03,19:15:06,67.45,TRANSFER,"Harding, Hansen and Oliver",New Shelby,920.0,852.55,0,Friday,19,Small
TXN-001528,Kimberly Kaufman,banksmeredith@example.com,2026-06-07,15:13:54,510.27,DEPOSIT,Miller Ltd,Johntown,824.55,1334.82,0,Sunday,15,Medium
TXN-001529,Jason Garcia,earmstrong@example.org,2026-06-29,06:50:43,51.65,WITHDRAWAL,"Herman, May and Wise",West Johnport,4050.45,3998.7999999999997,0,Monday,6,Small
TXN-001530,Bryan Martin II,douglastimothy@example.net,2026-05-17,23:27:15,27.05,TRANSFER,Smith Group,Simpsonburgh,1646.62,1619.57,0,Sunday,23,Micro
TXN-001531,William Bailey,roberttodd@example.net,2026-05-04,04:41:21,123.65,DEPOSIT,Neal PLC,New Jamesfort,1809.33,1932.98,0,Monday,4,Small
TXN-001532,Joe Lee,lisachristian@example.com,2026-05-13,20:51:22,81.99,PAYMENT,Pierce-Smith,Trevortown,1347.49,1429.48,0,Wednesday,20,Small
TXN-001533,Tyler Perry,kimedwards@example.org,2026-07-15,17:05:41,19.8,TRANSFER,"Hood, Gutierrez and Jones",Port Thomaston,4828.98,4809.179999999999,0,Wednesday,17,Micro
TXN-001534,Melissa Castaneda,christopher32@example.net,2026-06-13,13:08:28,520.57,PURCHASE,Adams Group,West Benjamin,3064.39,2543.8199999999997,0,Saturday,13,Medium
TXN-001535,Kristin Gomez,cooperamy@example.org,2026-06-26,10:39:10,112.76,TRANSFER,Morris Group,Josephfurt,8426.06,8313.3,0,Friday,10,Small
TXN-001536,Danielle Estrada,fwilliams@example.com,2026-04-17,03:12:26,25.3,PURCHASE,Smith-Sanchez,Lake Larryport,38321.72,38296.42,0,Friday,3,Micro
TXN-001537,Donald Smith,cassandrakramer@example.net,2026-05-01,11:02:47,110.2,TRANSFER,Brock Inc,New Patrick,34467.96,34357.76,0,Friday,11,Small
TXN-001538,Pamela Rodgers,allennathan@example.net,2026-06-09,15:42:22,43.25,DEPOSIT,"Fry, Fuller and Steele",Lake Seanside,45574.01,45617.26,0,Tuesday,15,Micro
TXN-001539,James Moore,christopher64@example.net,2026-05-29,14:20:17,195.42,PURCHASE,"Clark, Harris and Young",Andersonton,6833.28,6637.86,0,Friday,14,Small
TXN-001540,Lisa Mcdonald,melissa88@example.org,2026-06-29,04:49:51,113.75,WITHDRAWAL,Freeman-Wagner,Riddleton,2053.31,1939.56,0,Monday,4,Small
TXN-001541,Amanda Shelton,greenechristina@example.net,2026-07-07,10:10:20,299.03,PURCHASE,"Soto, Werner and Glenn",North Jamesberg,3679.53,3380.5,0,Tuesday,10,Medium
